,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,49.756035,0.000000,0.000000
C1-2,48.857408,0.000000,0.000000
C1-3,48.516793,0.000000,0.000000
C1-4,48.081098,0.000000,0.000000
C1-5,48.534737,0.000000,0.000000
C1-6,48.795378,0.000000,0.000000
C1-7,49.892617,0.000000,0.000000
C1-8,50.969286,0.000000,0.000000
C1-9,52.286092,0.000000,0.000000
C1-10,53.325054,0.000000,0.000000
C1-11,50.282419,0.000000,0.000000
C1-12,45.586890,0.000000,0.000000
C1-13,37.879007,0.000000,0.000000
C1-14,44.848371,0.000000,0.000000
C1-15,35.152120,0.000000,0.000000
C1-16,54.562856,0.000000,0.000000
C1-17,53.878540,0.000000,0.000000
C1-18,54.803153,0.000000,0.000000
C1-19,54.137401,0.000000,0.000000
C1-20,53.451091,0.000000,0.000000
C1-21,52.400832,0.000000,0.000000
C1-22,48.635605,0.000000,0.000000
C1-23,37.208151,0.000000,0.000000
C1-24,49.519075,0.000000,0.000000
C2-1,-122.973233,0.000000,0.000000
C2-2,-125.302269,0.000000,0.000000
C2-3,-125.614837,0.000000,0.000000
C2-4,-127.428660,0.000000,0.000000
C2-5,-123.828702,0.000000,0.000000
C2-6,-127.700777,0.000000,0.000000
C2-7,-131.642324,0.000000,0.000000
C2-8,-131.786995,0.000000,0.000000
C2-9,-135.252887,0.000000,0.000000
C2-10,-134.937048,0.000000,0.000000
C2-11,-128.140587,0.000000,0.000000
C2-12,-123.843152,0.000000,0.000000
C2-13,-103.283532,0.000000,0.000000
C2-14,-120.688540,0.000000,0.000000
C2-15,-100.290290,0.000000,0.000000
C2-16,-140.978961,0.000000,0.000000
C2-17,-142.918006,0.000000,0.000000
C2-18,-146.878353,0.000000,0.000000
C2-19,-146.181415,0.000000,0.000000
C2-20,-143.244060,0.000000,0.000000
C2-21,-142.002936,0.000000,0.000000
C2-22,-132.433758,0.000000,0.000000
C2-23,-107.532538,0.000000,0.000000
C2-24,-128.266056,0.000000,0.000000
C3-1,26.990055,0.000000,0.000000
C3-2,32.028537,0.000000,0.000000
C3-3,33.587130,0.000000,0.000000
C3-4,36.451643,0.000000,0.000000
C3-5,32.415129,0.000000,0.000000
C3-6,33.754497,0.000000,0.000000
C3-7,31.781343,0.000000,0.000000
C3-8,27.552286,0.000000,0.000000
C3-9,24.405581,0.000000,0.000000
C3-10,20.044136,0.000000,0.000000
C3-11,13.129918,0.000000,0.000000
C3-12,11.136363,0.000000,0.000000
C3-13,-2.398702,0.000000,0.000000
C3-14,6.994867,0.000000,0.000000
C3-15,-3.707131,0.000000,0.000000
C3-16,18.800794,0.000000,0.000000
C3-17,22.739560,0.000000,0.000000
C3-18,21.470328,0.000000,0.000000
C3-19,23.711208,0.000000,0.000000
C3-20,24.654721,0.000000,0.000000
C3-21,28.102579,0.000000,0.000000
C3-22,25.834850,0.000000,0.000000
C3-23,16.751467,0.000000,0.000000
C3-24,29.222780,0.000000,0.000000
C4-1,-10.929977,0.000000,0.000000
C4-2,-13.561507,0.000000,0.000000
C4-3,-14.105672,0.000000,0.000000
C4-4,-15.925763,0.000000,0.000000
C4-5,-12.670252,0.000000,0.000000
C4-6,-15.521989,0.000000,0.000000
C4-7,-17.702677,0.000000,0.000000
C4-8,-16.882993,0.000000,0.000000
C4-9,-18.494960,0.000000,0.000000
C4-10,-17.341939,0.000000,0.000000
C4-11,-18.900417,0.000000,0.000000
C4-12,-24.819911,0.000000,0.000000
C4-13,-24.364060,0.000000,0.000000
C4-14,-24.446355,0.000000,0.000000
C4-15,-27.361191,0.000000,0.000000
C4-16,-21.070233,0.000000,0.000000
C4-17,-23.205700,0.000000,0.000000
C4-18,-25.551194,0.000000,0.000000
C4-19,-25.575138,0.000000,0.000000
C4-20,-23.835968,0.000000,0.000000
C4-21,-23.761128,0.000000,0.000000
C4-22,-22.742947,0.000000,0.000000
C4-23,-24.319299,0.000000,0.000000
C4-24,-15.915143,0.000000,0.000000
C5-1,19.167188,0.000000,0.000000
C5-2,22.526475,0.000000,0.000000
C5-3,23.543218,0.000000,0.000000
C5-4,25.479971,0.000000,0.000000
C5-5,22.693442,0.000000,0.000000
C5-6,23.765168,0.000000,0.000000
C5-7,22.716300,0.000000,0.000000
C5-8,20.012038,0.000000,0.000000
C5-9,18.184405,0.000000,0.000000
C5-10,15.369936,0.000000,0.000000
C5-11,11.047278,0.000000,0.000000
C5-12,10.123188,0.000000,0.000000
C5-13,1.345725,0.000000,0.000000
C5-14,7.461445,0.000000,0.000000
C5-15,0.680030,0.000000,0.000000
C5-16,14.904522,0.000000,0.000000
C5-17,17.537103,0.000000,0.000000
C5-18,16.940712,0.000000,0.000000
C5-19,18.339556,0.000000,0.000000
C5-20,18.783264,0.000000,0.000000
C5-21,20.926275,0.000000,0.000000
C5-22,19.318919,0.000000,0.000000
C5-23,13.411032,0.000000,0.000000
C5-24,20.954148,0.000000,0.000000
C6-1,175.000000,0.000000,0.000000
C6-2,175.000000,0.000000,0.000000
C6-3,175.000000,0.000000,0.000000
C6-4,175.000000,0.000000,0.000000
C6-5,175.000000,0.000000,0.000000
C6-6,175.000000,0.000000,0.000000
C6-7,175.000000,0.000000,0.000000
C6-8,175.000000,0.000000,0.000000
C6-9,175.000000,0.000000,0.000000
C6-10,175.000000,0.000000,0.000000
C6-11,157.673397,0.000000,0.000000
C6-12,136.578217,0.000000,0.000000
C6-13,99.692653,0.000000,0.000000
C6-14,130.589796,0.000000,0.000000
C6-15,87.622526,0.000000,0.000000
C6-16,175.000000,0.000000,36.682861
C6-17,175.000000,0.000000,33.096777
C6-18,175.000000,0.000000,0.000000
C6-19,175.000000,0.000000,0.000000
C6-20,175.000000,0.000000,0.000000
C6-21,175.000000,0.000000,0.000000
C6-22,161.683854,0.000000,0.000000
C6-23,115.755925,0.000000,0.000000
C6-24,172.705454,0.000000,0.000000
C7-1,6.743624,0.000000,0.000000
C7-2,56.884591,0.000000,0.000000
C7-3,73.320201,0.000000,0.000000
C7-4,100.166669,0.000000,0.000000
C7-5,65.166773,0.000000,0.000000
C7-6,69.520491,0.000000,0.000000
C7-7,35.805716,0.000000,0.000000
C7-8,89.601349,0.000000,0.000000
C7-9,225.911897,0.000000,0.000000
C7-10,158.465632,0.000000,0.000000
C7-11,174.105599,0.000000,0.000000
C7-12,195.512133,0.000000,0.000000
C7-13,-17.581563,0.000000,0.000000
C7-14,22.679494,0.000000,0.000000
C7-15,-17.154987,0.000000,0.000000
C7-16,41.639991,0.000000,0.000000
C7-17,26.663665,0.000000,0.000000
C7-18,42.979308,0.000000,0.000000
C7-19,44.385972,0.000000,0.000000
C7-20,23.298928,0.000000,0.000000
C7-21,46.965581,0.000000,0.000000
C7-22,49.897373,0.000000,0.000000
C7-23,2.623337,0.000000,0.000000
C7-24,99.005360,0.000000,0.000000
C8-1,-42.604130,0.000000,0.000000
C8-2,-43.994914,0.000000,0.000000
C8-3,-43.918706,0.000000,0.000000
C8-4,-45.317411,0.000000,0.000000
C8-5,-42.050195,0.000000,0.000000
C8-6,-46.458718,0.000000,0.000000
C8-7,-51.940260,0.000000,0.000000
C8-8,-53.379671,0.000000,0.000000
C8-9,-58.620236,0.000000,0.000000
C8-10,-59.527324,0.000000,0.000000
C8-11,-63.251255,0.000000,0.000000
C8-12,-70.809471,0.000000,0.000000
C8-13,-70.821827,0.000000,0.000000
C8-14,-71.618136,0.000000,0.000000
C8-15,-74.532972,0.000000,0.000000
C8-16,-67.399243,0.000000,0.000000
C8-17,-68.633412,0.000000,0.000000
C8-18,-73.928606,0.000000,0.000000
C8-19,-72.395765,0.000000,0.000000
C8-20,-68.467731,0.000000,0.000000
C8-21,-65.899692,0.000000,0.000000
C8-22,-62.458543,0.000000,0.000000
C8-23,-61.026670,0.000000,0.000000
C8-24,-49.848392,0.000000,0.000000
C9-1,-3.400012,0.000000,0.000000
C9-2,2.828916,0.000000,0.000000
C9-3,4.982732,0.000000,0.000000
C9-4,8.251548,0.000000,0.000000
C9-5,4.226265,0.000000,0.000000
C9-6,4.071960,0.000000,0.000000
C9-7,-1.068230,0.000000,0.000000
C9-8,-7.464797,0.000000,0.000000
C9-9,-14.092996,0.000000,0.000000
C9-10,-20.431030,0.000000,0.000000
C9-11,-29.422914,0.000000,0.000000
C9-12,-32.988756,0.000000,0.000000
C9-13,-46.973046,0.000000,0.000000
C9-14,-38.264545,0.000000,0.000000
C9-15,-48.966543,0.000000,0.000000
C9-16,-25.650013,0.000000,0.000000
C9-17,-20.846488,0.000000,0.000000
C9-18,-24.945838,0.000000,0.000000
C9-19,-21.211285,0.000000,0.000000
C9-20,-18.167645,0.000000,0.000000
C9-21,-12.327665,0.000000,0.000000
C9-22,-12.270655,0.000000,0.000000
C9-23,-18.467767,0.000000,0.000000
C9-24,-3.334797,0.000000,0.000000
C10-1,-39.044770,0.000000,0.000000
C10-2,-33.405192,0.000000,0.000000
C10-3,-31.248304,0.000000,0.000000
C10-4,-28.537112,0.000000,0.000000
C10-5,-31.302129,0.000000,0.000000
C10-6,-33.091523,0.000000,0.000000
C10-7,-40.206826,0.000000,0.000000
C10-8,-47.062938,0.000000,0.000000
C10-9,-55.559347,0.000000,0.000000
C10-10,-62.159960,0.000000,0.000000
C10-11,-70.462371,0.000000,0.000000
C10-12,-74.398166,0.000000,0.000000
C10-13,-84.036116,0.000000,0.000000
C10-14,-79.232639,0.000000,0.000000
