,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,18.497621,0.000000,0.000000
C1-2,18.044939,0.000000,0.000000
C1-3,18.895944,0.000000,0.000000
C1-4,18.748794,0.000000,0.000000
C1-5,17.682934,0.000000,0.000000
C1-6,18.594750,0.000000,0.000000
C1-7,19.634113,0.000000,0.000000
C1-8,11.359301,0.000000,0.000000
C1-9,14.155480,0.000000,0.000000
C1-10,13.095158,0.000000,0.000000
C1-11,12.272132,0.000000,0.000000
C1-12,-7.446599,0.000000,0.000000
C1-13,7.622643,0.000000,0.000000
C1-14,6.872523,0.000000,0.000000
C1-15,6.982701,0.000000,0.000000
C1-16,14.337247,0.000000,0.000000
C1-17,29.373460,0.000000,0.000000
C1-18,24.290860,0.000000,0.000000
C1-19,27.920440,0.000000,0.000000
C1-20,25.153817,0.000000,0.000000
C1-21,25.633917,0.000000,0.000000
C1-22,29.696371,0.000000,0.000000
C1-23,24.873802,0.000000,0.000000
C1-24,21.736322,0.000000,0.000000
C2-1,-57.701554,0.000000,0.000000
C2-2,-55.079942,0.000000,0.000000
C2-3,-55.470636,0.000000,0.000000
C2-4,-54.706506,0.000000,0.000000
C2-5,-52.648902,0.000000,0.000000
C2-6,-56.033721,0.000000,0.000000
C2-7,-60.780392,0.000000,0.000000
C2-8,-39.947783,0.000000,0.000000
C2-9,-45.055595,0.000000,0.000000
C2-10,-43.071870,0.000000,0.000000
C2-11,-42.293088,0.000000,0.000000
C2-12,-1.666716,0.000000,0.000000
C2-13,-33.406870,0.000000,0.000000
C2-14,-32.064673,0.000000,0.000000
C2-15,-32.510714,0.000000,0.000000
C2-16,-48.432636,0.000000,0.000000
C2-17,-83.028892,0.000000,0.000000
C2-18,-77.124528,0.000000,0.000000
C2-19,-85.278932,0.000000,0.000000
C2-20,-78.149287,0.000000,0.000000
C2-21,-76.896481,0.000000,0.000000
C2-22,-83.422185,0.000000,0.000000
C2-23,-71.252469,0.000000,0.000000
C2-24,-62.844559,0.000000,0.000000
C3-1,-6.544881,0.000000,0.000000
C3-2,-7.005490,0.000000,0.000000
C3-3,-6.389560,0.000000,0.000000
C3-4,-6.630709,0.000000,0.000000
C3-5,-8.134950,0.000000,0.000000
C3-6,-8.121927,0.000000,0.000000
C3-7,-10.496239,0.000000,0.000000
C3-8,-26.539009,0.000000,0.000000
C3-9,-27.746516,0.000000,0.000000
C3-10,-31.386148,0.000000,0.000000
C3-11,-33.767718,0.000000,0.000000
C3-12,-56.366596,0.000000,0.000000
C3-13,-40.156931,0.000000,0.000000
C3-14,-40.902757,0.000000,0.000000
C3-15,-40.430229,0.000000,0.000000
C3-16,-30.462029,0.000000,0.000000
C3-17,-9.637829,0.000000,0.000000
C3-18,-15.857886,0.000000,0.000000
C3-19,-13.229297,0.000000,0.000000
C3-20,-14.841923,0.000000,0.000000
C3-21,-11.449869,0.000000,0.000000
C3-22,-4.681652,0.000000,0.000000
C3-23,-6.835506,0.000000,0.000000
C3-24,-7.032224,0.000000,0.000000
C4-1,-20.521638,0.000000,0.000000
C4-2,-19.022041,0.000000,0.000000
C4-3,-17.497822,0.000000,0.000000
C4-4,-17.122498,0.000000,0.000000
C4-5,-17.717457,0.000000,0.000000
C4-6,-19.157899,0.000000,0.000000
C4-7,-22.355508,0.000000,0.000000
C4-8,-23.509487,0.000000,0.000000
C4-9,-23.157369,0.000000,0.000000
C4-10,-24.430768,0.000000,0.000000
C4-11,-26.031394,0.000000,0.000000
C4-12,-33.034036,0.000000,0.000000
C4-13,-28.663842,0.000000,0.000000
C4-14,-29.095092,0.000000,0.000000
C4-15,-29.168940,0.000000,0.000000
C4-16,-26.860481,0.000000,0.000000
C4-17,-24.001547,0.000000,0.000000
C4-18,-30.365237,0.000000,0.000000
C4-19,-30.177453,0.000000,0.000000
C4-20,-29.318053,0.000000,0.000000
C4-21,-26.143752,0.000000,0.000000
C4-22,-22.295402,0.000000,0.000000
C4-23,-20.858443,0.000000,0.000000
C4-24,-19.097793,0.000000,0.000000
C5-1,-2.069953,0.000000,0.000000
